long,long,long,long,flags,long,long,long,long,long,long,str,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,flags,long,None,None,long,float,float,None,
1741,0,33,740,0x40000040,0,0,0,0,0,43,"Gurubashi Arena",,,,,,,,"Арена Гурубаші",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1742,0,33,741,0x40000040,0,0,0,0,0,0,"Spirit Den",,,,,,,,"Печера Духів",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1757,0,33,742,0x40000040,0,0,0,0,0,0,"The Crimson Veil",,,,,,,,"Кривава Завіса",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1758,0,33,743,0x40000040,0,0,0,0,0,0,"The Riptide",,,,,,,,"Бурун",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1759,0,33,744,0x40000040,0,0,0,0,0,0,"The Damsel's Luck",,,,,,,,"Госпожа Удача",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1760,0,33,745,0x40000040,0,0,0,0,0,0,"Venture Co. Operations Center",,,,,,,,"Штаб-квартира Торгової Компанії",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1761,1,361,746,0x40000040,0,0,0,194,0,47,"Deadwood Village",,,,,,,,"Селище Мертвого Ліси",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1762,1,361,747,0x40000040,0,0,0,194,0,54,"Felpaw Village",,,,,,,,"Селище Сквернолапів",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1763,1,361,748,0x40000040,0,0,0,193,161,51,"Jaedenar",,,,,,,,"Джеденар",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1764,1,361,749,0x40000040,0,0,0,193,0,0,"Bloodvenom River",,,,,,,,"Ріка Отравленої Крові",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1765,1,361,750,0x40000040,0,0,0,193,0,52,"Bloodvenom Falls",,,,,,,,"Водоспад Отравленої Крові",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1766,1,361,751,0x40000040,0,0,0,0,0,53,"Shatter Scar Vale",,,,,,,,"Долина Рваних Ран",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1767,1,361,752,0x40000040,0,0,0,0,0,53,"Irontree Woods",,,,,,,,"Залізні Ліси",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1768,1,361,753,0x40000040,0,0,0,0,0,0,"Irontree Cavern",,,,,,,,"Печера Железнолесья",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1769,1,361,754,0x40000040,0,0,0,0,0,54,"Timbermaw Hold",,,,,,,,"Фортеця Древобрюхов",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1770,1,361,755,0x40000040,0,0,0,0,0,0,"Shadow Hold",,,,,,,,"Оплот Тіней",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1771,1,361,756,0x40000040,0,0,0,0,0,0,"Shrine of the Deceiver",,,,,,,,"Святилище Искусителя",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1777,0,8,757,0x40000040,0,0,0,0,0,36,"Itharius's Cave",,,,,,,,"Печера Ітара",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1778,0,8,758,0x40000040,0,0,0,0,0,41,"Sorrowmurk",,,,,,,,"Горемрак",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1779,0,8,759,0x40000040,0,0,0,0,0,0,"Draenil'dur Village",,,,,,,,"Селище Дренил'дур",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1780,0,8,760,0x40000040,0,0,0,0,0,36,"Splinterspear Junction",,,,,,,,"Роздоріжжя Розщепленого Списа",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1797,0,8,761,0x40000040,0,0,0,0,0,41,"Stagalbog",,,,,,,,"Вязкая болото",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1798,0,8,762,0x40000040,0,0,0,0,0,36,"The Shifting Mire",,,,,,,,"Ползучая трясина",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1817,0,8,763,0x40000040,0,0,0,0,0,0,"Stagalbog Cave",,,,,,,,"Печера біля В'язкого болота",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1837,0,45,764,0x40000040,0,0,0,3,0,0,"Witherbark Caverns",,,,,,,,"Печери Сухокожих",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1857,0,45,765,0x40000040,0,0,0,0,0,32,"Thoradin's Wall",,,,,,,,"Стіна Торадина",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1858,0,45,766,0x40000040,0,0,0,0,0,32,"Boulder'gor",,,,,,,,"Камен'гір",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1877,0,3,767,0x40000040,0,0,0,0,0,42,"Valley of Fangs",,,,,,,,"Долина Кликів",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1878,0,3,768,0x40000040,0,0,0,0,0,39,"The Dustbowl",,,,,,,,"Палючі Піски",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1879,0,3,769,0x40000040,0,0,0,0,0,40,"Mirage Flats",,,,,,,,"Рівнини Марева",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1880,0,47,770,0x40000040,0,0,0,0,0,0,"Featherbeard's Hovel",,,,,,,,"Домик Пероборода",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1881,0,47,771,0x40000040,0,0,0,0,0,0,"Shindigger's Camp",,,,,,,,"Табір Выпивохи",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1882,0,47,772,0x40000040,0,0,0,0,0,45,"Plaguemist Ravine",,,,,,,,"Чумная лощина",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1883,0,47,773,0x40000040,0,0,0,0,0,48,"Valorwind Lake",,,,,,,,"Озеро Доблесті",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1884,0,47,774,0x40000040,0,0,0,0,0,46,"Agol'watha",,,,,,,,"Агол'вата",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1885,0,47,775,0x40000040,0,0,0,0,0,42,"Hiri'watha",,,,,,,,"Хири'вата",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1886,0,47,776,0x40000040,0,0,0,0,0,47,"The Creeping Ruin",,,,,,,,"Повзуча Руїна",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1887,0,47,777,0x40000040,0,0,0,0,0,0,"Bogen's Ledge",,,,,,,,"Грот Богена",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1897,0,3,778,0x40000040,0,0,0,0,0,36,"The Maker's Terrace",,,,,,,,"Тераса Творця",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1898,0,3,779,0x40000040,0,0,0,0,0,39,"Dustwind Gulch",,,,,,,,"Ущелина Пилового Вітру",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1917,0,47,780,0x40000040,0,0,0,0,0,49,"Shaol'watha",,,,,,,,"Шаол'вата",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1937,1,440,781,0x40000040,0,0,0,0,0,42,"Noonshade Ruins",,,,,,,,"Руїни Полудневої Тіні",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1938,1,440,782,0x40000040,0,0,0,0,0,45,"Broken Pillar",,,,,,,,"Розбита Колона",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1939,1,440,783,0x40000040,0,0,0,0,0,45,"Abyssal Sands",,,,,,,,"Безкраї піски",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1940,1,440,784,0x40000040,0,0,0,0,0,49,"Southbreak Shore",,,,,,,,"Берег за Південною грядою",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1941,1,0,785,0x40,0,0,0,0,0,0,"Caverns of Time",,,,,,,,"Печери Часу",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,1.0,,
1942,1,490,786,0x40000040,0,0,0,0,0,48,"The Marshlands",,,,,,,,"Болота",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1943,1,490,787,0x40000040,0,0,0,0,0,50,"Ironstone Plateau",,,,,,,,"Плато Залізного Каменя",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1957,0,51,788,0x40000040,0,0,0,0,0,47,"Blackchar Cave",,,,,,,,"Обвуглена печера",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1958,0,51,789,0x40000040,0,0,0,0,0,43,"Tanner Camp",,,,,,,,"Палатка Дубильниці",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1959,0,51,790,0x40000040,0,0,0,0,0,45,"Dustfire Valley",,,,,,,,"Выжженная долина",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1977,309,0,791,0x0,0,11,32,3,0,0,"Zul'Gurub",,,,,,,,"Зул'Гуруб",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1978,0,8,792,0x40000040,0,0,0,0,0,41,"Misty Reed Post",,,,,,,,"Тростниковая застава",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1997,1,361,793,0x40200040,0,0,0,0,0,0,"Bloodvenom Post ",,,,,,,,"Застава Отравленої Крові",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1998,1,361,794,0x40000040,0,0,0,0,0,53,"Talonbranch Glade ",,,,,,,,"Поляна Кігтистих Гілок",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2017,329,0,795,0x0,0,0,37,0,0,0,"Stratholme",,,,,,,,"Стратхольм",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2037,0,0,796,0x40,0,0,0,0,0,0,"Quel'thalas",,,,,,,,"Кель'Талас",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2057,289,0,797,0x0,0,0,37,15,0,0,"Scholomance",,,,,,,,"Некроситет",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2077,1,148,798,0x40000040,0,0,0,0,0,0,"Twilight Vale",,,,,,,,"Сутінкова долина",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2078,1,148,799,0x40000040,0,0,0,0,0,0,"Twilight Shore",,,,,,,,"Сутінкова излучина",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2079,1,15,800,0x40000040,0,0,32,3,0,61,"Alcaz Island",,,,,,,,"Острів Алькац",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2097,1,400,801,0x40000040,0,0,0,226,0,26,"Darkcloud Pinnacle",,,,,,,,"Пік Темного Облака",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2098,0,10,802,0x40000040,0,0,0,0,0,0,"Dawning Wood Catacombs",,,,,,,,"Катакомбы Утреннего Ліси",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2099,0,44,803,0x40000040,0,0,0,0,0,0,"Stonewatch Keep",,,,,,,,"Фортеця Кам'яній Охоронці",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2100,349,0,804,0x0,0,0,0,7,0,0,"Maraudon",,,,,,,,"Мародон",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2101,0,38,805,0x40000040,0,0,0,0,0,0,"Stoutlager Inn",,,,,,,,"Таверна ""Крепкое пойло""",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2102,0,1,806,0x40000040,0,0,0,0,0,0,"Thunderbrew Distillery",,,,,,,,"Таверна ""Громоварка""",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2103,0,11,807,0x40000040,0,0,0,0,0,0,"Menethil Keep",,,,,,,,"Фортеця Менетил",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2104,0,11,808,0x40000040,0,0,0,0,0,0,"Deepwater Tavern",,,,,,,,"Таверна ""Велика вода""",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2117,0,85,809,0x40000000,0,0,0,0,0,0,"Shadow Grave",,,,,,,,"Мрачный склеп",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2118,0,85,810,0x40000040,0,0,0,0,0,0,"Brill Town Hall",,,,,,,,"Ратуша Брилла",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2119,0,85,811,0x40000040,0,0,0,0,0,0,"Gallows' End Tavern",,,,,,,,"Таверна ""Петля висельника""",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2137,1,215,812,0x40000040,0,0,0,0,0,0,"The Pools of VisionUNUSED",,,,,,,,"Пруды ВиденийНЕ ИСПОЛЬЗУЕТСЯ",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2138,1,17,813,0x40000040,0,0,0,10,0,0,"Dreadmist Den",,,,,,,,"Печера Багряного Тумана",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2157,1,17,814,0x40000040,0,0,0,0,0,0,"Bael'dun Keep",,,,,,,,"Фортеця Бейл'дан",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2158,1,15,815,0x40000040,0,0,0,0,0,0,"Emberstrife's Den",,,,,,,,"Лігво Огнебора",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2159,1,0,816,0x0,0,0,33,237,0,0,"Onyxia's Lair",,,,,,,,"Лігво Оніксії",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2160,1,406,817,0x40000040,0,0,0,0,0,0,"Windshear Mine",,,,,,,,"Копальня Ветрорезов",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2161,0,10,818,0x40000040,0,0,0,0,0,0,"Roland's Doom",,,,,,,,"Погибель Роланда",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2177,0,33,819,0x400000D0,0,0,0,0,325,0,"Battle Ring",,,,,,,,"Ринг",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2197,1,1638,820,0x40000040,0,0,0,0,0,0,"The Pools of Vision",,,,,,,,"Пруды Видений",,,,,,,,0xFF01FE,0x4,0,,,0,-500.0,0.0,,
2198,1,405,821,0x40000040,0,0,0,237,0,30,"Shadowbreak Ravine",,,,,,,,"Лощина Темряви",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2217,1,405,822,0x40000040,0,0,0,0,0,0,"Broken Spear Village",,,,,,,,"Селище Зламаного Списа",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2237,1,400,823,0x40000040,0,0,0,0,0,28,"Whitereach Post",,,,,,,,"Застава Белого Плеса",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2238,1,400,824,0x40000040,0,0,0,0,0,0,"Gornia",,,,,,,,"Горния",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2239,1,400,825,0x40000040,0,0,0,0,0,0,"Zane's Eye Crater",,,,,,,,"Око Зейна",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2240,1,400,826,0x40000040,0,0,0,0,0,0,"Mirage Raceway",,,,,,,,"Виражи на Миражах",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2241,1,618,827,0x40000040,0,0,0,0,0,57,"Frostsaber Rock",,,,,,,,"Уступ Ледопардов",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2242,1,618,828,0x40000040,0,0,0,0,0,58,"The Hidden Grove",,,,,,,,"Прихований гай",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2243,1,618,829,0x40000040,0,0,0,0,0,55,"Timbermaw Post",,,,,,,,"Застава Древобрюхов",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2244,1,618,830,0x40000040,0,0,0,0,0,57,"Winterfall Village",,,,,,,,"Селище Зимней Спячки",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2245,1,618,831,0x40000040,0,0,0,223,301,56,"Mazthoril",,,,,,,,"Мазторил",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2246,1,618,832,0x40000040,0,0,0,0,0,55,"Frostfire Hot Springs",,,,,,,,"Джерела Льодяного вогню",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2247,1,618,833,0x40000040,0,0,0,0,0,56,"Ice Thistle Hills",,,,,,,,"Пагорби Ледополоха",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2248,1,618,834,0x40000040,0,0,0,0,0,0,"Dun Mandarr",,,,,,,,"Дун Мандарр",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2249,1,618,835,0x40000040,0,0,0,0,0,60,"Frostwhisper Gorge",,,,,,,,"Ущелина Льодяного Шепота",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2250,1,618,836,0x40000040,0,0,0,0,0,56,"Owl Wing Thicket",,,,,,,,"Совиная чаща",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2251,1,618,837,0x40000040,0,0,0,0,0,56,"Lake Kel'Theril",,,,,,,,"Озеро Кел'Терил",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2252,1,618,838,0x40000040,0,0,0,0,0,0,"The Ruins of Kel'Theril",,,,,,,,"Руїни Кел'Терила",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2253,1,618,839,0x40000040,0,0,0,76,103,55,"Starfall Village",,,,,,,,"Селище Звездопада",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2254,1,618,840,0x40000040,0,0,0,0,0,0,"Ban'Thallow Barrow Den",,,,,,,,"Берлога Бен'Таллоу",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2255,1,618,841,0x40200040,0,0,0,235,0,55,"Everlook",,,,,,,,"Вічнозір",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2256,1,618,842,0x40000040,0,0,37,205,0,60,"Darkwhisper Gorge",,,,,,,,"Ущелина Зловісного Шепоту",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2257,369,0,843,0x0,0,0,0,0,0,0,"Deeprun Tram",,,,,,,,"Підземний трамвай",,,,,,,,0xFF01FE,0x2,0,,,0,-500.0,0.0,,
2258,0,139,844,0x40000040,0,0,0,0,0,58,"The Fungal Vale",,,,,,,,"Грибная долина",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2259,0,139,845,0x40000040,0,0,0,0,0,0,"UNUSEDThe Marris Stead",,,,,,,,"НЕ ИСПОЛЬЗУЕТСЯПоместье Маррисов",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2260,0,139,846,0x40000040,0,0,0,0,0,54,"The Marris Stead",,,,,,,,"Маєток Маррисов",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2261,0,139,847,0x40000040,0,0,0,0,0,54,"The Undercroft",,,,,,,,"Крипта",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2262,0,139,848,0x40000040,0,0,0,0,0,55,"Darrowshire",,,,,,,,"Дарроушир",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2263,0,139,849,0x40008040,0,0,0,0,0,55,"Crown Guard Tower",,,,,,,,"Вежа королівської варти",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2264,0,139,850,0x40000040,0,0,0,0,0,57,"Corin's Crossing",,,,,,,,"Перехрестя Корина",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2265,0,139,851,0x40000040,0,0,0,0,0,0,"Scarlet Base Camp",,,,,,,,"Табір Багряного ордену",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2266,0,139,852,0x40000040,0,0,0,193,0,55,"Tyr's Hand",,,,,,,,"Рука Тира",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2267,0,139,853,0x40000040,0,0,0,0,0,0,"The Scarlet Basilica",,,,,,,,"Алая Базилика",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2268,0,139,854,0x40200040,0,0,0,0,0,58,"Light's Hope Chapel",,,,,,,,"Каплиця Останньої Надії",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2269,0,139,855,0x40000040,0,0,0,0,0,0,"Browman Mill",,,,,,,,"Лісопилка Бровача",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2270,0,139,856,0x40000040,0,0,0,0,0,58,"The Noxious Glade",,,,,,,,"Отруйна галявина",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2271,0,139,857,0x40008040,0,0,0,0,0,56,"Eastwall Tower",,,,,,,,"Східна вежа",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2272,0,139,858,0x40000040,0,0,0,0,0,58,"Northdale",,,,,,,,"Північний Дол",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2273,0,139,859,0x40000040,0,0,0,227,0,57,"Zul'Mashar",,,,,,,,"Зул'Машар",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2274,0,139,860,0x40000040,0,0,0,0,0,0,"Mazra'Alor",,,,,,,,"Мазра'Алор",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2275,0,139,861,0x40008040,0,0,0,0,0,56,"Northpass Tower",,,,,,,,"Вежа Північного Перевалу",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2276,0,139,862,0x40000040,0,0,0,76,0,59,"Quel'Lithien Lodge",,,,,,,,"Сторожка Кель'Литиен",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2277,0,139,863,0x40000040,0,0,0,0,0,55,"Plaguewood",,,,,,,,"Чумний Ліс",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2278,0,139,864,0x40000040,0,0,0,0,0,0,"Scourgehold",,,,,,,,"Оплот Бича",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2279,0,139,865,0x40000040,0,0,37,0,0,55,"Stratholme",,,,,,,,"Стратхольм",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2280,0,0,866,0x40,0,0,0,0,0,0,"DO NOT USE",,,,,,,,"(UNUSED)",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2297,0,28,867,0x40000040,0,0,0,0,0,55,"Darrowmere Lake",,,,,,,,"Озеро Дарроумир",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2298,0,28,868,0x40000040,0,0,0,0,0,55,"Caer Darrow",,,,,,,,"Каэр Дарроу",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2299,0,139,869,0x40000040,0,0,0,0,0,0,"Darrowmere Lake",,,,,,,,"Озеро Дарроумир",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2300,1,440,870,0x40000040,0,0,0,0,0,50,"Caverns of Time",,,,,,,,"Печери Часу",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2301,1,331,871,0x40000040,0,0,28,194,0,23,"Thistlefur Village",,,,,,,,"Селище Колючого Меха",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2302,1,15,872,0x40000040,0,0,0,0,0,39,"The Quagmire",,,,,,,,"Трясина",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2303,1,400,873,0x40000040,0,0,0,0,0,27,"Windbreak Canyon",,,,,,,,"Безветренный каньон",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2317,1,440,874,0x40000040,0,0,24,0,0,0,"South Seas",,,,,,,,"Південні моря",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2318,1,15,875,0x40000040,0,0,0,0,0,0,"The Great Sea",,,,,,,,"Велике Море",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2319,1,17,876,0x40000040,0,0,0,0,0,0,"The Great Sea",,,,,,,,"Велике Море",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2320,1,14,877,0x40000040,0,0,0,0,0,0,"The Great Sea",,,,,,,,"Велике Море",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2321,1,16,878,0x40000040,0,0,0,0,0,0,"The Great Sea",,,,,,,,"Велике Море",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2322,1,141,879,0x40000040,0,0,0,0,0,0,"The Veiled Sea",,,,,,,,"Приховане Vоре",,,,,,,,0xFF01FE,0x2,0,,,0,-500.0,0.0,,
2323,1,357,880,0x40000040,0,0,0,0,0,0,"The Veiled Sea",,,,,,,,"Приховане Vоре",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2324,1,405,881,0x40000040,0,0,0,0,0,0,"The Veiled Sea",,,,,,,,"Приховане Vоре",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2325,1,331,882,0x40000040,0,0,0,0,0,0,"The Veiled Sea",,,,,,,,"Приховане Vоре",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2326,1,148,883,0x40000040,0,0,0,0,0,0,"The Veiled Sea",,,,,,,,"Приховане Vоре",,,,,,,,0xFF01FE,0x2,0,,,0,-500.0,0.0,,
2337,1,14,884,0x40100040,0,0,0,0,0,0,"Razor Hill Barracks",,,,,,,,"Казарми Колючого Холма",,,,,,,,0xFF01FE,0x4,0,,,0,-500.0,0.0,,
2338,0,33,885,0x40000040,0,0,24,0,122,0,"South Seas",,,,,,,,"Південні моря",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2339,0,33,886,0x40000040,0,0,0,0,0,0,"The Great Sea",,,,,,,,"Велике Море",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2357,1,331,887,0x40000040,0,0,0,0,0,0,"Bloodtooth Camp",,,,,,,,"Табір Кривавого Ікла",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2358,1,331,888,0x40000040,0,0,0,188,0,0,"Forest Song",,,,,,,,"Лісова Пісня",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2359,1,331,889,0x40000040,0,0,0,0,0,24,"Greenpaw Village",,,,,,,,"Селище Зеленой Лапы",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2360,1,331,890,0x40200040,0,0,0,0,0,0,"Silverwing Outpost",,,,,,,,"Аванпост Срібнокрилих",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2361,1,493,891,0x40200040,0,0,0,0,0,15,"Nighthaven",,,,,,,,"Нічна Гавань",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
2362,1,493,892,0x40000040,0,0,0,0,0,0,"Shrine of Remulos",,,,,,,,"Святилище Ремула",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
