long,long,long,str,
53780,6130,4,"Демоном сферы",
69362,6130,5,"Демоне сферы",
7035,6131,1,"Портала демонів",
22617,6131,2,"Порталу демонів",
38199,6131,3,"Портала демонів",
53781,6131,4,"Порталом демонів",
69363,6131,5,"Портале демонів",
7036,6132,1,"Охоронця портала демонів",
22618,6132,2,"Вартовому портала демонів",
38200,6132,3,"Охоронця портала демонів",
53782,6132,4,"Вартовим портала демонів",
69364,6132,5,"Вартовому портала демонів",
7037,6133,1,"Духа демона",
22619,6133,2,"Духу демона",
38201,6133,3,"Духа демона",
53783,6133,4,"Духом демона",
69365,6133,5,"Духу демона",
7038,6134,1,"Демонического кристала",
22620,6134,2,"Демоническому кристалу",
38202,6134,3,"Демонического кристала",
53784,6134,4,"Демоническим кристалом",
69366,6134,5,"Демоническом кристалі",
7039,6135,1,"Вселившегося демона",
22621,6135,2,"Вселившемуся демону",
38203,6135,3,"Вселившегося демона",
53785,6135,4,"Вселившемся демоном",
69367,6135,5,"Вселившемся демоне",
7040,6136,1,"Демонических испарений",
22622,6136,2,"Демоническим испарениям",
38204,6136,3,"Демонические випари",
53786,6136,4,"Демоническими испарениями",
69368,6136,5,"Демонических испарениях",
7041,6137,1,"Рубаки Логова",
22623,6137,2,"Рубаке Логова",
38205,6137,3,"Рубаку Логова",
53787,6137,4,"Рубакой Логова",
69369,6137,5,"Рубаке Логова",
7042,6138,1,"Матері-медведицы",
22624,6138,2,"Матері-медведице",
38206,6138,3,"Матір-медведицу",
53788,6138,4,"Матір'ю-медведицей",
69370,6138,5,"Матері-медведице",
7043,6139,1,"Деналана",
22625,6139,2,"Деналану",
38207,6139,3,"Деналана",
53789,6139,4,"Деналаном",
69371,6139,5,"Деналане",
7044,6140,1,"Дената",
22626,6140,2,"Денату",
38208,6140,3,"Дената",
53790,6140,4,"Денатом",
69372,6140,5,"Денате",
7045,6141,1,"Денатариона",
22627,6141,2,"Денатариону",
38209,6141,3,"Денатариона",
53791,6141,4,"Денатарионом",
69373,6141,5,"Денатарионе",
7046,6142,1,"Дендритис",
22628,6142,2,"Дендритис",
38210,6142,3,"Дендритис",
53792,6142,4,"Дендритис",
69374,6142,5,"Дендритис",
7047,6143,1,"Денеба Уокера",
22629,6143,2,"Денебу Уокеру",
38211,6143,3,"Денеба Уокера",
53793,6143,4,"Денебом Уокером",
69375,6143,5,"Денебе Уокере",
7048,6144,1,"Денииги",
22630,6144,2,"Денииги",
38212,6144,3,"Денииги",
53794,6144,4,"Денииги",
69376,6144,5,"Денииги",
7049,6145,1,"Деониса",
22631,6145,2,"Деонису",
38213,6145,3,"Деониса",
53795,6145,4,"Деонисом",
69377,6145,5,"Деонисе",
7050,6146,1,"Заместителя судьи Фелдона",
22632,6146,2,"Заместителю судьи Фелдону",
38214,6146,3,"Заместителя судьи Фелдона",
53796,6146,4,"Заместителем судьи Фелдоном",
69378,6146,5,"Заместителе судьи Фелдоне",
7051,6147,1,"Заместителя судьи Рейнера",
22633,6147,2,"Заместителю судьи Рейнеру",
38215,6147,3,"Заместителя судьи Рейнера",
53797,6147,4,"Заместителем судьи Рейнером",
69379,6147,5,"Заместителе судьи Рейнере",
7052,6148,1,"Заместителя судьи Виллема",
22634,6148,2,"Заместителю судьи Виллему",
38216,6148,3,"Заместителя судьи Виллема",
53798,6148,4,"Заместителем судьи Виллемом",
69380,6148,5,"Заместителе судьи Виллеме",
7053,6149,1,"Дерека Сумерека",
22635,6149,2,"Дереку Сумереку",
38217,6149,3,"Дерека Сумерека",
53799,6149,4,"Дереком Сумереком",
69381,6149,5,"Дереке Сумереке",
7054,6150,1,"Спятившего дослідника",
22636,6150,2,"Спятившему исследователю",
38218,6150,3,"Спятившего дослідника",
53800,6150,4,"Спятившим исследователем",
69382,6150,5,"Спятившем исследователе",
7055,6151,1,"Безумного зловепря",
22637,6151,2,"Безумному зловепрю",
38219,6151,3,"Безумного зловепря",
53801,6151,4,"Безумным зловепрем",
69383,6151,5,"Безумном зловепре",
7056,6152,1,"Спятившего совуха",
22638,6152,2,"Спятившему совуху",
38220,6152,3,"Спятившего совуха",
53802,6152,4,"Спятившим совухом",
69384,6152,5,"Спятившем совухе",
7057,6153,1,"Дерека Неумирающего",
22639,6153,2,"Дереку Неумирающему",
38221,6153,3,"Дерека Неумирающего",
53803,6153,4,"Дереком Неумирающим",
69385,6153,5,"Дереке Неумирающем",
7058,6154,1,"Деремииса",
22640,6154,2,"Деремиису",
38222,6154,3,"Деремииса",
53804,6154,4,"Деремиисом",
69386,6154,5,"Деремиисе",
7059,6155,1,"Дерины Рамднул",
22641,6155,2,"Дерине Рамднул",
38223,6155,3,"Дерину Рамднул",
53805,6155,4,"Дериной Рамднул",
69387,6155,5,"Дерине Рамднул",
7060,6156,1,"Дериза",
22642,6156,2,"Деризу",
38224,6156,3,"Дериза",
53806,6156,4,"Деризом",
69388,6156,5,"Деризе",
7061,6157,1,"Дермота",
22643,6157,2,"Дермоту",
38225,6157,3,"Дермота",
53807,6157,4,"Дермотом",
69389,6157,5,"Дермоте",
7062,6158,1,"Дермота Джонса",
22644,6158,2,"Дермоту Джонсу",
38226,6158,3,"Дермота Джонса",
53808,6158,4,"Дермотом Джонсом",
69390,6158,5,"Дермоте Джонсе",
7063,6159,1,"Деротайна Грязеглота",
22645,6159,2,"Деротайну Грязеглоту",
38227,6159,3,"Деротайна Грязеглота",
53809,6159,4,"Деротайном Грязеглотом",
69391,6159,5,"Деротайне Грязеглоте",
7064,6160,1,"Дертрока",
22646,6160,2,"Дертроку",
38228,6160,3,"Дертрока",
53810,6160,4,"Дертроком",
69392,6160,5,"Дертроке",
7065,6161,1,"Пустынного яростеня",
22647,6161,2,"Пустынному яростеню",
38229,6161,3,"Пустынного яростеня",
53811,6161,4,"Пустынным яростенем",
69393,6161,5,"Пустынном яростене",
7066,6162,1,"Пустынного грохотуна",
22648,6162,2,"Пустынному грохотуну",
38230,6162,3,"Пустынного грохотуна",
53812,6162,4,"Пустынным грохотуном",
69394,6162,5,"Пустынном грохотуне",
7067,6163,1,"Дезертира-подстрекателя",
22649,6163,2,"Дезертиру-подстрекателю",
38231,6163,3,"Дезертира-подстрекателя",
53813,6163,4,"Дезертиром-подстрекателем",
69395,6163,5,"Дезертире-подстрекателе",
7068,6164,1,"Лейтенанта-дезертира",
22650,6164,2,"Лейтенанту-дезертиру",
38232,6164,3,"Лейтенанта-дезертира",
53814,6164,4,"Лейтенантом-дезертиром",
69396,6164,5,"Лейтенанте-дезертире",
7069,6165,1,"Охоронця вогню Пустошей",
22651,6165,2,"Вартовому вогню Пустошей",
38233,6165,3,"Охоронця вогню Пустошей",
53815,6165,4,"Вартовим вогню Пустошей",
69397,6165,5,"Вартовому вогню Пустошей",
7070,6166,1,"Дессекуса",
22652,6166,2,"Дессекусу",
38234,6166,3,"Дессекуса",
53816,6166,4,"Дессекусом",
69398,6166,5,"Дессекусе",
7071,6167,1,"Разрушенного сквернобота",
22653,6167,2,"Разрушенному скверноботу",
38235,6167,3,"Разрушенного сквернобота",
53817,6167,4,"Разрушенным скверноботом",
69399,6167,5,"Разрушенном скверноботе",
7072,6168,1,"Разрушенного часового",
22654,6168,2,"Разрушенному часовому",
38236,6168,3,"Разрушенного часового",
53818,6168,4,"Разрушенным часовым",
69400,6168,5,"Разрушенном часовом",
7073,6169,1,"Детрафилы",
22655,6169,2,"Детрафиле",
38237,6169,3,"Детрафилу",
53819,6169,4,"Детрафилой",
69401,6169,5,"Детрафиле",
7074,6170,1,"Сокрушения",
22656,6170,2,"Сокрушению",
38238,6170,3,"Сокрушение",
53820,6170,4,"Сокрушением",
69402,6170,5,"Сокрушении",
7075,6171,1,"Загадочного аспида",
22657,6171,2,"Загадочному аспиду",
38239,6171,3,"Загадочного аспида",
53821,6171,4,"Загадочным аспидом",
69403,6171,5,"Загадочном аспиде",
7076,6172,1,"Загадочного крылозмея",
22658,6172,2,"Загадочному крылозмею",
38240,6172,3,"Загадочного крылозмея",
53822,6172,4,"Загадочным крылозмеем",
69404,6172,5,"Загадочном крылозмее",
