long,str,
8173,"Їздова тварина Вершника без голови",
8174,"Вершник без голови, дружелюбный",
8175,"Тотем зцілюючого потоку III",
8176,"Тотем зцілюючого потоку V",
8177,"Зцілюючий идол",
8178,"Зцілюючий идол IV",
8179,"Зцілюючий идол V",
8180,"Серце Хаккара",
8181,"Певчий Форрестен",
8182,"Сердцерез",
8183,"Огнедышащий собиратель скарбів",
8184,"Вартовий-язычник",
8185,"Массивная кам'яна статуя",
8186,"Кляйн Меднокноп",
8187,"Многозубая гієна",
8188,"Многозубый ворчун",
8189,"Многозубый ловець",
8190,"Каверзный грелль Скверни",
8191,"Посвященная Хедерины",
8192,"Маноед Хедерины",
8193,"Душегуб Хедерины",
8194,"Хейган Нечестивий",
8195,"Генрих Стоун",
8196,"Зловепрь",
8197,"Гелькулар",
8198,"Прах Хелькулара",
8199,"Хелена Этвуд",
8200,"Хелена Меховяз",
8201,"Еления Ольден",
8202,"Смертоносна жаровня Пекельного Полум'я",
8203,"Фамилиар цитаделі Пекельного Полум'я",
8204,"Чорт цитаделі Пекельного Полум'я",
8205,"Лейтенант Цитаделі Пекельного Полум'я",
8206,"Караульный цитаделі Пекельного Полум'я",
8207,"Тюремщик цитаделі Пекельного Полум'я",
8208,"Вартовий цитаделі Пекельного Полум'я",
8209,"Дозорный цитаделі Пекельного Полум'я",
8210,"Гематион",
8211,"Гематос",
8212,"Гематус",
8213,"Хеминг Ернестуей",
8214,"Хеминг Ернестуей младший",
8215,"Хеммит Армстронг",
8216,"Подручный Валлик",
8217,"Генри Чапал",
8218,"Генри Штерн",
8219,"Гепзиба Седжвик",
8220,"Гералат Бурый Ручей",
8221,"Глашатай",
8222,"Глашатай Аморлин",
8223,"Глашатай Лунопарда",
8224,"Глашатай Тралла",
8225,"Травница Померой",
8226,"Травница Красивое Перо",
8227,"Гербель Бульхольм",
8228,"Еретик-телохранитель",
8229,"Еретик-вартовий кристала",
8230,"Эмиссар еретиков",
8231,"Герман Уокер",
8232,"Отшельник Ортелл",
8233,"Герой Орди",
8234,"Герод",
8235,"Герод Забияка",
8236,"Герон Небесний Взор",
8237,"Хесува Громовой Ріг",
8238,"Хетайра",
8239,"Хеур",
8240,"Хева",
8241,"Повелитель проклятий Малакрасс",
8242,"Проклятий троль",
8243,"Хэрзул Кривава Отметина",
8244,"Сокольничий Идальго",
8245,"Верховна Жриця Теодора Мальвадания",
8246,"Верховний звездочет Солариан",
8247,"Верховний ботаник Фрейвин",
8248,"Головнокомандувач Линора Порив Вітри",
8249,"Высший ельф-розвідник",
8250,"Высший ельф-беженец",
8251,"Верховний зачаруватель Бардолан",
8252,"Верховний экзарх Коммодус",
8253,"Верховний кат Нузрак",
8254,"Верховний кат Ансельм",
8255,"Верховний кат Дарталия",
8256,"Верховний кат Деррінгтон",
8257,"Верховний кат Хадрик",
8258,"Верховний кат Маврен",
8259,"Старший исследователь Магеллас",
8260,"Высоковзрывная овца",
8261,"Головнокомандувач Аббендис",
8262,"Верховний инквизитор Фейрбенкс",
8263,"Верховний инквизитор Вайтмейн",
8264,"Верховний дознаватель Герштан",
8265,"Верховний судья Мрачнокамень",
8266,"Король Молгар",
8267,"Верховний маршал Круговёрт",
8268,"Верховний пустомант Зеревор",
8269,"Верховний властитель Саурфанг",
8270,"Верховний жрець Орглум",
8271,"Верховний жрець Рохан",
8272,"Верховний жрець Текал",
8273,"Верховний жрець Веноксис",
8274,"Верховна жриця Арлокк",
8275,"Верховна жриця Джеклик",
8276,"Верховна жриця Лорена",
8277,"Верховна жриця Макдонелл",
8278,"Верховна жриця Тауриссана",
8279,"Верховний заступник Лорик",
8280,"Верховний заступник Тарсен",
8281,"Верховний колдун Андромат",
8282,"Головний механик Меггакрут",
8283,"Высокорожденная-плакальщица",
8284,"Привид высокорожденного",
8285,"Прикликач-высокорожденный",
8286,"Плотоглот нагорья",
8287,"Кнутохвост нагорья",
8288,"Острозуб Нагорья",
8289,"Смертехват нагорья",
8290,"Довгоніг нагорья",
8291,"Верховний лорд Болвар Фордрагон",
8292,"Верховний лорд Демитриан",
8293,"Верховний лорд Круул",
8294,"Верховний лорд Леорик фон Цельдиг",
8295,"Верховний лорд Мастрогонд",
8296,"Верховний лорд Могрейн",
8297,"Верховний лорд Могрейн, перетворення",
8298,"Вождь Омокк",
8299,"Верховний лорд Телан Фордринг",
8300,"Предводитель Тирион Фордриг",
8301,"Стрілок высодолья",
8302,"Гонец высокодолья",
8303,"Слідопит высокодолья",
8304,"Розвідник высокодолья",
8305,"Хилари",
8306,"Велетень холмов",
8307,"Вартовий холмов",
8308,"Горожанка Гілсбраду",
8309,"Хилсбрадский батрак",
8310,"Хилсбрадский вартовий вогню",
8311,"Хилсбрадский пехотинец",
8312,"Хилсбрадский штейгер",
8313,"Хилсбрадский крестьянин",
8314,"Хилсбрадский караульный",
8315,"Хилсбрадский кравець",
8316,"Гин Денбург",
8317,"Детеныш гиппогрифа",
8318,"Наемный телохранитель",
8319,"Шшшперак",
8320,"Историк Карник",
8321,"Повелитель улья Регал",
8322,"Седой храмовник",
8323,"Хобакен",
8324,"Хоган Ференс",
8325,"Дробитель",
8326,"Хогор Громовое Копито",
8327,"Холаару",
8328,"Медик зоны",
8329,"Воїн зоны",
8330,"Холли",
8331,"Образ беса",
8332,"Хольт Громовой Ріг",
8333,"Хомер Стоунфилд",
8334,"Самонаводящийся робот КПХ-9/HL",
8335,"Гомункул",
8336,"Отважный вартовий",
8337,"Почетный вартовий Грейн",
8338,"Почетный вартовий Весилоу",
8339,"Кавалерист Оплота Честі",
8340,"Захисник Оплота Честі",
8341,"Піхотинець Оплота Честі",
8342,"Прославленный предок",
8343,"Прославленный герой",
8344,"Кривозубая бешенка",
8345,"Горейс Олдер",
8346,"Гораций, помощник наглядача стойл",
8347,"Ордынский метатель топоров",
8348,"Бойовий штандарт Орди",
8349,"Ордынский бойовий вартовий",
8350,"Ордынский захисник",
8351,"Ордынский гвардеец",
8352,"Кладбищенский телепорт Орди",
8353,"Ордынский рубака",
