long,long,long,long,str,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,str,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,long,flags,long,flags,long,str,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,long,long,
1098,-1,249,0,"Вбивство Оніксії (Лігво Оніксії)",,,,,,,,"Вбивство Оніксії (Лігво Оніксії)",,,,,,,,0xFF01FE,"Вбивство Оніксії (Лігво Оніксії)",,,,,,,,"Вбивство Оніксії (Лігво Оніксії)",,,,,,,,0xFF01FE,14821,0x5,9,0x1,1548,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
1103,-1,-1,0,"Пройдені підземелля Lich King (5 гравців)",,,,,,,,"Пройдені підземелля Lich King (5 гравців)",,,,,,,,0xFF01FE,"Пройдені підземелля Lich King (5 гравців)",,,,,,,,"Пройдені підземелля Lich King (5 гравців)",,,,,,,,0xFF01FE,14807,0x0,9,0x9,1,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
1109,-1,-1,0,"Почесних вбивств на арені 5 на 5",,,,,,,,"Почесних вбивств на арені 5 на 5",,,,,,,,0xFF01FE,"Почесних вбивств на арені 5 на 5",,,,,,,,"Почесних вбивств на арені 5 на 5",,,,,,,,0xFF01FE,136,0x0,9,0x1,1,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
1159,-1,-1,401,"Лише ми удвох: 2200",,,,,,,,"Лише ми удвох: 2200",,,,,,,,0xFF01FE,"Отримайте 2200 очків особистого рейтингу в команді арени 2 на 2 на 80-му рівні.",,,,,,,,"Отримайте 2200 очків особистого рейтингу в команді арени 2 на 2 на 80-му рівні.",,,,,,,,0xFF01FE,165,0xA,9,0x0,3036,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
1186,-1,-1,0,"Покінчити з Чорним Залізом",,,,,,,,"Покінчити з Чорним Залізом",,,,,,,,0xFF01FE,"Захистіть табір Хмільного фестивалю від нападу дворфів Чорного Заліза і виконайте завдання ""Одного разу, напившись в...""",,,,,,,,"Захистіть табір Хмільного фестивалю від нападу дворфів Чорного Заліза і виконайте завдання ""Одного разу, напившись в...""",,,,,,,,0xFF01FE,162,0xA,9,0x0,3072,"",,,,,,,,"",,,,,,,,0xFF01EE,1,0,
1193,-1,-1,0,"На Вершинах Лезокраю",,,,,,,,"На Вершинах Лезокраю",,,,,,,,0xFF01FE,"Виконайте 86 завдань в Лезокрайські Гори.",,,,,,,,"Виконайте 86 завдань в Лезокрайські Гори.",,,,,,,,0xFF01FE,14862,0xA,9,0x0,3549,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
1234,-1,600,0,"Вбивство Пророка Тарон'джа (Фортеця Драк'Тарон)",,,,,,,,"Вбивство Пророка Тарон'джа (Фортеця Драк'Тарон)",,,,,,,,0xFF01FE,"Вбивство Пророка Тарон'джа (Фортеця Драк'Тарон)",,,,,,,,"Вбивство Пророка Тарон'джа (Фортеця Драк'Тарон)",,,,,,,,0xFF01FE,14823,0x5,9,0x1,2912,"",,,,,,,,"",,,,,,,,0x7DFF01EE,0,0,
1270,-1,-1,0,"Крижана Корона",,,,,,,,"Крижана Корона",,,,,,,,0xFF01FE,"Дослідіть Ледяную Корону, відкривши усі їх області на карті.",,,,,,,,"Дослідіть Ледяную Корону, відкривши усі їх області на карті.",,,,,,,,0xFF01FE,14780,0xA,9,0x0,3473,"",,,,,,,,"",,,,,,,,0x7DFF01EE,0,0,
1302,-1,-1,0,"Кількість різних випитих зіль мани",,,,,,,,"Кількість різних випитих зіль мани",,,,,,,,0xFF01FE,"Кількість різних випитих зіль мани",,,,,,,,"Кількість різних випитих зіль мани",,,,,,,,0xFF01FE,145,0x0,9,0x21,1,"",,,,,,,,"",,,,,,,,0xFEFF01EC,0,922,
1312,-1,530,1311,"Чертовски редкие",,,,,,,,"Чертовски редкие",,,,,,,,0xFF01FE,"Здолайте рідкісних і невловимих створінь з Позамежжя, перелічених нижче.",,,,,,,,"Здолайте рідкісних і невловимих створінь з Позамежжя, перелічених нижче.",,,,,,,,0xFF01FE,14779,0x19,9,0x0,134,"",,,,,,,,"",,,,,,,,0x7DFF01EC,0,1311,
1456,-1,-1,0,"Кількість виловленої риби та інших речей",,,,,,,,"Кількість виловленої риби та інших речей",,,,,,,,0xFF01FE,"Кількість виловленої риби та інших речей",,,,,,,,"Кількість виловленої риби та інших речей",,,,,,,,0xFF01FE,178,0x0,9,0x1,1,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,0,
1494,-1,-1,0,"Смертельні удари на арені 5 на 5",,,,,,,,"Смертельні удари на арені 5 на 5",,,,,,,,0xFF01FE,"Смертельні удари на арені 5 на 5",,,,,,,,"Смертельні удари на арені 5 на 5",,,,,,,,0xFF01FE,137,0x0,9,0x1,1,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,0,
1544,-1,-1,0,"Найвищий рівень вміння в інженерній справі",,,,,,,,"Найвищий рівень вміння в інженерній справі",,,,,,,,0xFF01FE,"Найвищий рівень вміння в інженерній справі",,,,,,,,"Найвищий рівень вміння в інженерній справі",,,,,,,,0xFF01FE,173,0x0,9,0x1,1,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,0,
1687,-1,-1,0,"Нехай йде сніг!",,,,,,,,"Нехай йде сніг!",,,,,,,,0xFF01FE,"Під час Зимового Покрову знайдіть персонажів перелічених класів і рас і киньте жменю сніжинок в кожного.",,,,,,,,"Під час Зимового Покрову знайдіть персонажів перелічених класів і рас і киньте жменю сніжинок в кожного.",,,,,,,,0xFF01FE,156,0xA,9,0x0,976,"",,,,,,,,"",,,,,,,,0x7AFF01EC,0,0,
1694,-1,-1,0,"Тобі пощастить в коханні",,,,,,,,"Тобі пощастить в коханні",,,,,,,,0xFF01FE,"Відкрийте коробку з красивим платтям і знайдіть в ній красиве чорне плаття.",,,,,,,,"Відкрийте коробку з красивим платтям і знайдіть в ній красиве чорне плаття.",,,,,,,,0xFF01FE,187,0xA,9,0x0,3193,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,0,
1751,-1,571,0,"Ни единого шанса",,,,,,,,"Ни единого шанса",,,,,,,,0xFF01FE,"Здолайте з баштової гармати 20 гравців, їдучих верхи.",,,,,,,,"Здолайте з баштової гармати 20 гравців, їдучих верхи.",,,,,,,,0xFF01FE,14901,0xA,9,0x0,3434,"",,,,,,,,"",,,,,,,,0x7EFF01EC,0,0,
1762,1,607,0,"Жодної подряпини",,,,,,,,"Жодної подряпини",,,,,,,,0xFF01FE,"Виграйте битву за Берег Древніх, не втративши жодної облогової машини.",,,,,,,,"Виграйте битву за Берег Древніх, не втративши жодної облогової машини.",,,,,,,,0xFF01FE,14881,0xA,9,0x0,457,"",,,,,,,,"",,,,,,,,0x7EFF01EC,0,0,
1777,-1,-1,0,"Нортрендський гурман",,,,,,,,"Нортрендський гурман",,,,,,,,0xFF01FE,"Приготуйте 15 нортрендських страв з наведеного списку.",,,,,,,,"Приготуйте 15 нортрендських страв з наведеного списку.",,,,,,,,0xFF01FE,170,0xA,9,0x0,3211,"",,,,,,,,"",,,,,,,,0x7BFF01EC,15,0,
2217,-1,-1,0,"Найсмертоносніший бос в рейдах Lich King (10 гравців)",,,,,,,,"Найсмертоносніший бос в рейдах Lich King (10 гравців)",,,,,,,,0xFF01FE,"Найсмертоносніший бос в рейдах Lich King (10 гравців)",,,,,,,,"Найсмертоносніший бос в рейдах Lich King (10 гравців)",,,,,,,,0xFF01FE,125,0x0,9,0x11,1,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,323,
2420,0,-1,0,"Сад чудес",,,,,,,,"Сад чудес",,,,,,,,0xFF01FE,"Сховайте розмальоване яйце в Срібномісяці.",,,,,,,,"Сховайте розмальоване яйце в Срібномісяці.",,,,,,,,0xFF01FE,159,0xA,9,0x0,3329,"",,,,,,,,"",,,,,,,,0x7DFF01EC,0,0,
2778,1,-1,0,"Чемпіон Экзодара",,,,,,,,"Чемпіон Экзодара",,,,,,,,0xFF01FE,"Отримайте право представляти Екзодар на Срібному турнірі.",,,,,,,,"Отримайте право представляти Екзодар на Срібному турнірі.",,,,,,,,0xFF01FE,14941,0xA,9,0x0,3796,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,0,
2863,-1,603,0,"Перемоги над Торімом (Ульдуар, 10 гравців)",,,,,,,,"Перемоги над Торімом (Ульдуар, 10 гравців)",,,,,,,,0xFF01FE,"Перемоги над Торімом (Ульдуар, 10 гравців)",,,,,,,,"Перемоги над Торімом (Ульдуар, 10 гравців)",,,,,,,,0xFF01FE,14963,0xA,9,0x1,1700,"",,,,,,,,"",,,,,,,,0x7DFF01EC,0,0,
2909,-1,603,0,"Винищувач гармат (10 гравців)",,,,,,,,"Винищувач гармат (10 гравців)",,,,,,,,0xFF01FE,"Знищіть оборонну гармату Вогняного Левіафана в рейді на 10 гравців.",,,,,,,,"Знищіть оборонну гармату Вогняного Левіафана в рейді на 10 гравців.",,,,,,,,0xFF01FE,14961,0xA,9,0x0,3854,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,0,
2910,-1,603,0,"Винищувач гармат (25 гравців)",,,,,,,,"Винищувач гармат (25 гравців)",,,,,,,,0xFF01FE,"Знищіть оборонну гармату Вогняного Левіафана в рейді на 25 гравців.",,,,,,,,"Знищіть оборонну гармату Вогняного Левіафана в рейді на 25 гравців.",,,,,,,,0xFF01FE,14962,0xA,9,0x0,2589,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,0,
3457,-1,-1,0,"Скриня капітана",,,,,,,,"Скриня капітана",,,,,,,,0xFF01FE,"Випийте з Жутким Капитаном де Мезой, щоб приєднатися до її команді в День пірата.",,,,,,,,"Випийте з Жутким Капитаном де Мезой, щоб приєднатися до її команді в День пірата.",,,,,,,,0xFF01FE,155,0xA,9,0x0,2421,"",,,,,,,,"",,,,,,,,0xFFF7EE,0,0,
3597,0,-1,0,"Подвиги мандрівника",,,,,,,,"Подвиги мандрівника",,,,,,,,0xFF01FE,"Виконайте усі щоденні квести на Бенкеті мандрівників.",,,,,,,,"Виконайте усі щоденні квести на Бенкеті мандрівників.",,,,,,,,0xFF01FE,14981,0xA,9,0x0,3966,"",,,,,,,,"",,,,,,,,0xFFF7EE,0,0,
3808,-1,-1,0,"Данина майстерності (10 гравців)",,,,,,,,"Данина майстерності (10 гравців)",,,,,,,,0xFF01FE,"Виконуючи випробування великого хрестоносця в рейді з 10 гравців, доберіться до скрині з нагородами. При цьому у вас повинно залишитися не менше 25 спроб.",,,,,,,,"Виконуючи випробування великого хрестоносця в рейді з 10 гравців, доберіться до скрині з нагородами. При цьому у вас повинно залишитися не менше 25 спроб.",,,,,,,,0xFF01FE,15001,0xA,9,0x0,3293,"",,,,,,,,"",,,,,,,,0xFF1BFD,1,0,
3817,-1,-1,0,"Данина майстерності (25 гравців)",,,,,,,,"Данина майстерності (25 гравців)",,,,,,,,0xFF01FE,"Виконуючи випробування великого хрестоносця в рейді з 25 гравців, доберіться до скрині з нагородами. При цьому у вас повинно залишитися не менше 25 спроб.",,,,,,,,"Виконуючи випробування великого хрестоносця в рейді з 25 гравців, доберіться до скрині з нагородами. При цьому у вас повинно залишитися не менше 25 спроб.",,,,,,,,0xFF01FE,15002,0xA,9,0x0,3293,"",,,,,,,,"",,,,,,,,0xFF1BFD,1,0,
3839,-1,-1,3838,"25 емблем підземель і рейдів",,,,,,,,"25 емблем підземель і рейдів",,,,,,,,0xFF01FE,"Отримайте 25 емблем героїзму, доблесті, завоювання, тріумфу або льоду.",,,,,,,,"Отримайте 25 емблем героїзму, доблесті, завоювання, тріумфу або льоду.",,,,,,,,0xFF01FE,168,0xA,9,0x88,1950,"",,,,,,,,"",,,,,,,,0xFF1BFD,0,0,
3848,-1,628,0,"Бомбонебезпечний",,,,,,,,"Бомбонебезпечний",,,,,,,,0xFF01FE,"Закладіть 5 сефорієвих бомб у ворожих воріт за одну битву на Острові Завоювань.",,,,,,,,"Закладіть 5 сефорієвих бомб у ворожих воріт за одну битву на Острові Завоювань.",,,,,,,,0xFF01FE,15003,0xA,9,0x0,2565,"",,,,,,,,"",,,,,,,,0xFF1BFF,0,0,
4054,-1,-1,0,"Перемоги над чемпіоном-воїном (Випробування Чемпіона)",,,,,,,,"Перемоги над чемпіоном-воїном (Випробування Чемпіона)",,,,,,,,0xFF01FE,"Перемоги над чемпіоном-воїном (Випробування Чемпіона)",,,,,,,,"Перемоги над чемпіоном-воїном (Випробування Чемпіона)",,,,,,,,0xFF01FE,15021,0x0,9,0x1,1,"",,,,,,,,"",,,,,,,,0xFF01EC,0,0,
4530,-1,631,0,"Льодяний Трон (10 гравців)",,,,,,,,"Льодяний Трон (10 гравців)",,,,,,,,0xFF01FE,"Здолайте Короля Ліча в Цитаделі Крижаної Корони в рейді на 10 гравців.",,,,,,,,"Здолайте Короля Ліча в Цитаделі Крижаної Корони в рейді на 10 гравців.",,,,,,,,0xFF01FE,15041,0xA,9,0x0,4179,"Титул: Царевбивця",,,,,,,,"Титул: Царевбивця",,,,,,,,0xFF01FE,0,0,
